cit_id,cites_pub_id,level,citing_year,is_self,citing_authors_raw,citing_doi_url,abs,abs_yr,abdc,abdc_yr,fnege,econlit,scopus,scopus_q,wos,wos_if,wos_if_yr,publisher,forthcoming,norm_title,raw_tag,raw_ref,source_found,link_confirmed,confirm_method,first_seen_run,last_seen_run,verified,flag_red
scopus-06#110,scopus-06,2,2024,0,"Ramos-Zaga, F.",https://doi.org/10.35319/puntocero.202448229,,,,,,,,,,,,,,ramos zaga f transformaci n digital en las instituciones de educaci n superior retos,,"Ramos-Zaga, F. (2024). Transformación digital en las Instituciones de Educación Superior: Retos, estrategias y perspectivas para el siglo XXI. Revista Punto Cero, 29(48), Article 48. https://doi.org/10.35319/puntocero.202448229",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-06#111,scopus-06,2,2022,0,"Koltsaki, M., & Mavri, M.",https://doi.org/10.1089/3dp.2022.0167,,,,,,,,,1,5.355,2022,,,koltsaki m mavri m a comprehensive overview of additive manufacturing processes through a time,WoS (Impact Factor 2022: 5.355),"Koltsaki, M., & Mavri, M. (2022). A Comprehensive Overview of Additive Manufacturing Processes Through a Time-Based Classification Model. 3D Printing and Additive Manufacturing, 3dp.2022.0167. https://doi.org/10.1089/3dp.2022.0167",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#112,scopus-05,2,2025,0,"Chun-Leung, J. L., & Mohd Roslan, M. N.",https://doi.org/10.22452/JAT.vol20no1.20,,,,,,,1,,1,,,,,chun leung j l mohd roslan m n contemplating media globalisation on world s,"Scopus, WoS","Chun-Leung, J. L., & Mohd Roslan, M. N. (2025). Contemplating Media Globalisation on World’s Issues: A Case of Malaysian Responses to the Tufan al-Aqsa’s Gaza Crisis. Journal of Al-Tamaddun, 20(1), 283–295. https://doi.org/10.22452/JAT.vol20no1.20",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#113,scopus-05,2,2025,0,"Ghosh, O., & Kumar, B.",https://doi.org/10.4018/979-8-3373-1355-9.ch004,,,,,,,1,,,,,,,ghosh o kumar b globalization security challenges and the evolving landscape for contemporary democracies,Scopus,"Ghosh, O., & Kumar, B. (2025). Globalization, Security Challenges, and the Evolving Landscape for Contemporary Democracies: In E. Alaverdov & G. Abuseridze (Eds), Globalization, Global Security, and New International Realities for Modern Democracies (pp. 61–90). IGI Global. https://doi.org/10.4018/979-8-3373-1355-9.ch004",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#114,scopus-05,2,2023,0,"Zhang, Y., Li, H., Xu, X., & Antwi, H. A.",https://www.frontiersin.org/articles/10.3389/fpubh.2023.1116092,,,,,,,1,,1,3.0,2023,,,zhang y li h xu x antwi h a on the momentum toward vaccine,"Scopus, WoS (Impact Factor 2023: 3.0)","Zhang, Y., Li, H., Xu, X., & Antwi, H. A. (2023). On the momentum toward vaccine self-sufficiency in the BRICS: An integrative review of the role of pharmaceutical entrepreneurship and innovation. Frontiers in Public Health, 11. https://www.frontiersin.org/articles/10.3389/fpubh.2023.1116092",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#115,scopus-05,2,2023,0,"Han, D., & Wang, X.",https://doi.org/10.1016/j.chaos.2023.114106,,,,,,,,,,,,,,han d wang x vaccination strategies and virulent mutation spread a game theory study,,"Han, D., & Wang, X. (2023). Vaccination strategies and virulent mutation spread: A game theory study. Chaos, Solitons & Fractals, 176, 114106. https://doi.org/10.1016/j.chaos.2023.114106",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#116,scopus-05,2,2023,0,"Sommer, U., & Rappel-Kroyzer, O.",https://doi.org/10.1016/j.polgeo.2023.102939,,,,,,,1,,1,3.620,2022,,,sommer u rappel kroyzer o geographical analysis of political epidemiology spatial quantification of simultaneity,"Scopus, WoS (Impact Factor 2022: 3.620)","Sommer, U., & Rappel-Kroyzer, O. (2023). Geographical analysis of political epidemiology: Spatial quantification of simultaneity between politics and pandemics. Political Geography, 106, 102939. https://doi.org/10.1016/j.polgeo.2023.102939",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#117,scopus-05,2,2022,0,"Gulbrandsen, K. S.",https://doi.org/10.1080/21622671.2022.2062440,,,,,,,1,,1,3.025,2022,,,gulbrandsen k s centre periphery contestation and the spatialization of covid 19 discourse in,"Scopus, WoS (Impact Factor 2022: 3.025)","Gulbrandsen, K. S. (2022). Centre–periphery contestation and the spatialization of Covid-19 discourse in Norway. Territory, Politics, Governance, 10(6), 759–778. https://doi.org/10.1080/21622671.2022.2062440",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#118,scopus-05,2,2022,0,"Inverardi-Ferri, C., & Brown, T.",https://doi.org/10.1080/21622671.2022.2129469,,,,,,,1,,1,3.025,2022,,,inverardi ferri c brown t territories politics and governance of the covid 19 pandemic,"Scopus, WoS (Impact Factor 2022: 3.025)","Inverardi-Ferri, C., & Brown, T. (2022). Territories, politics and governance of the Covid-19 pandemic. Territory, Politics, Governance, 10(6), 751–758. https://doi.org/10.1080/21622671.2022.2129469",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#119,scopus-05,2,2022,0,"Milian, E. E.",http://repositorio.utfpr.edu.br:8080/jspui/handle/1/30295,,,,,,,,,,,,,,milian e e avalia o de pol ticas p blicas de habita o estudo,,"Milian, E. E. (2022). Avaliação de políticas públicas de habitação: Estudo comparativo Brasil e Portugal [MasterThesis, Universidade Tecnológica Federal do Paraná]. http://repositorio.utfpr.edu.br:8080/jspui/handle/1/30295",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-05#120,scopus-05,2,2021,0,"Bailey, D., Crescenzi, R., Roller, E., Anguelovski, I., Datta, A., & Harrison, J",https://doi.org/10.1080/00343404.2021.2003768,4,2021,A*,2022,,1,1,,1,4.595,2022,,,bailey d crescenzi r roller e anguelovski i datta a harrison j regions in,"ABS 2021: 4, ABDC 2022: A*, Scopus, WoS (Impact Factor 2022: 4.595), EconLit","Bailey, D., Crescenzi, R., Roller, E., Anguelovski, I., Datta, A., & Harrison, J. (2021). Regions in Covid-19 recovery. Regional Studies, 55(12), 1955–1965. https://doi.org/10.1080/00343404.2021.2003768",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#121,scopus-04,2,2025,0,"Dimitrakopoulos, P., & Masouras, A.",https://doi.org/10.4018/979-8-3373-5302-9.ch002,,,,,,,,,,,,,,dimitrakopoulos p masouras a macroeconomic approaches to energy efficiency the case of indicative eu,,"Dimitrakopoulos, P., & Masouras, A. (2025). Macroeconomic Approaches to Energy Efficiency: The Case of Indicative EU Member States. In P. Dimitrakopoulos, D. Salampasis, I. Makris, & S. Apostolopoulos (Eds), Economic, Social, and Environmental Insights on Energy Transition (pp. 33–64). IGI Global Scientific Publishing. https://doi.org/10.4018/979-8-3373-5302-9.ch002",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#122,scopus-04,2,2026,0,"Jesse, B.-J., Kramer, G. J., Rhoden, I., & Koning, V.",https://doi.org/10.1016/j.ijhydene.2025.152695,,,,,,,1,,1,8.3,2024,,,jesse b j kramer g j rhoden i koning v exploring the scale up,"Scopus, WoS (Impact Factor 2024: 8.3)","Jesse, B.-J., Kramer, G. J., Rhoden, I., & Koning, V. (2026). Exploring the scale-up of a green hydrogen industry: An agent-based modeling approach. International Journal of Hydrogen Energy, 198, 152695. https://doi.org/10.1016/j.ijhydene.2025.152695",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#123,scopus-04,2,2026,0,"Pantazis, K., & Busch, H.",https://doi.org/10.1016/j.eist.2025.101055,,,,,,,1,,1,,,,,pantazis k busch h energising the polis analysing transition challenges to energy communities in,"Scopus, WoS","Pantazis, K., & Busch, H. (2026). Energising the Polis? Analysing transition challenges to energy communities in Greece. Environmental Innovation and Societal Transitions, 58, 101055. https://doi.org/10.1016/j.eist.2025.101055",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#124,scopus-04,2,2024,0,"Cardoso, F. G.",https://repositorio.ufu.br/handle/123456789/44371,,,,,,,,,,,,,,cardoso f g impactos do mercado livre de energia el trica no brasil nas,,"Cardoso, F. G. (2024). Impactos do mercado livre de energia elétrica no Brasil nas tarifas regionais do mercado cativo: Uma análise de relações entre variáveis. [Master thesis, Universidade Federal de Uberlândia]. https://repositorio.ufu.br/handle/123456789/44371",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#125,scopus-04,2,2024,0,"Ghazali, F., Shukor, S. F. A., & Ismon, N. Y.",https://doi.org/10.4018/979-8-3693-0390-0.ch004,,,,,,,1,,,,,,,ghazali f shukor s f a ismon n y energy transition toward a low,Scopus,"Ghazali, F., Shukor, S. F. A., & Ismon, N. Y. (2024). Energy Transition Toward a Low-Carbon Economy in Malaysia: Do We Need a Liberalizing Electricity Market? In Regulating Fair Competition Toward Sustainable Development Goals (pp. 80–99). IGI Global. https://doi.org/10.4018/979-8-3693-0390-0.ch004",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#126,scopus-04,2,2024,0,"Ramčilović Jesih, A., Šimić, G., Konatar, L., Brljak, Z., & Šprajc, P.",https://doi.org/10.1186/s13705-024-00456-1,,,,,,,1,,1,4.6,2023,,,ram ilovi jesih a imi g konatar l brljak z prajc p energy efficiency,"Scopus, WoS (Impact Factor 2023: 4.6)","Ramčilović Jesih, A., Šimić, G., Konatar, L., Brljak, Z., & Šprajc, P. (2024). Energy efficiency as a driver of the circular economy and carbon neutrality in selected countries of Southern Europe: A soft computing approach. Energy, Sustainability and Society, 14(1), 22. https://doi.org/10.1186/s13705-024-00456-1",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#127,scopus-04,2,2023,0,"Krstevski, S., Fatahi Valilai, O., & Wicaksono, H.",https://doi.org/10.1145/3587889.3587905,,,,,,,1,,,,,,,krstevski s fatahi valilai o wicaksono h integrating real time dynamic electricity price forecast,Scopus,"Krstevski, S., Fatahi Valilai, O., & Wicaksono, H. (2023). Integrating Real-Time Dynamic Electricity Price Forecast into Job Shop Production Scheduling Model with Multiple Machine Environments. Proceedings of the 2023 10th International Conference on Industrial Engineering and Applications, 98–106. https://doi.org/10.1145/3587889.3587905",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#128,scopus-04,2,2023,0,"Burin, H. P., Fogliatto, F. S., & Hsuan, J.",https://doi.org/10.1016/j.esd.2023.101289,,,,,,,1,,1,5.655,2022,,,burin h p fogliatto f s hsuan j the electricity market in brazil a,"Scopus, WoS (Impact Factor 2022: 5.655)","Burin, H. P., Fogliatto, F. S., & Hsuan, J. (2023). The electricity market in Brazil: A multilevel perspective of sector agents for liberalization to residential consumers. Energy for Sustainable Development, 76, 101289. https://doi.org/10.1016/j.esd.2023.101289",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#129,scopus-04,2,2023,0,"Pavloudakis, F., Karlopoulos, E., & Roumpos, C.",https://doi.org/10.1016/j.exis.2023.101248,,,,,,,1,,,,,,,pavloudakis f karlopoulos e roumpos c just transition governance to avoid socio economic impacts,Scopus,"Pavloudakis, F., Karlopoulos, E., & Roumpos, C. (2023). Just transition governance to avoid socio-economic impacts of lignite phase-out: The case of Western Macedonia, Greece. The Extractive Industries and Society, 14, 101248. https://doi.org/10.1016/j.exis.2023.101248",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#130,scopus-04,2,2023,0,"Traill, H., & Cumbers, A.",https://doi.org/10.1177/09697764221101740,3,2021,A,2022,,,1,,1,4.842,2022,,,traill h cumbers a the state of municipal energy transitions multi scalar constraints and,"ABS 2021: 3, ABDC 2022: A, Scopus, WoS (Impact Factor 2022: 4.842)","Traill, H., & Cumbers, A. (2023). The state of municipal energy transitions: Multi-scalar constraints and enablers of Europe’s post-carbon energy ambitions. European Urban and Regional Studies, 30(2), 93–106. https://doi.org/10.1177/09697764221101740",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#131,scopus-04,2,2022,0,"Burin, H. P., Siluk, J. C. M., & Rosa, C. B.",https://doi.org/10.1016/j.esd.2022.08.012,,,,,,,1,,1,5.655,2022,,,burin h p siluk j c m rosa c b a model to measure,"Scopus, WoS (Impact Factor 2022: 5.655)","Burin, H. P., Siluk, J. C. M., & Rosa, C. B. (2022). A model to measure the migration potential of Brazilian consumers from the regulated market to the free energy market. Energy for Sustainable Development, 70, 403–414. https://doi.org/10.1016/j.esd.2022.08.012",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#132,scopus-04,2,2022,0,"Ioannidis, F.",,,,,,,,,,,,,,,ioannidis f essays on the hellenic energy exchange master s thesis aristotle university of,,"Ioannidis, F. (2022). Essays on the Hellenic Energy Exchange [Master’s Thesis]. Aristotle University of Thessaloniki.",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#133,scopus-04,2,2022,0,"Pantazis, K.",,,,,,,,,,,,,,,pantazis k shedding light on energy communities master s thesis lund university,,"Pantazis, K. (2022). Shedding light on Energy Communities [Master’s Thesis]. Lund University.",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#134,scopus-04,2,2022,0,"Sassanelli, C., Arriga, T., Zanin, S., D’Adamo, I., & Terzi, S.",https://doi.org/10.32479/ijeep.13313,,,C,2022,,1,1,,,,,,,sassanelli c arriga t zanin s d adamo i terzi s industry 4 0,"ABDC 2022: C, Scopus, EconLit","Sassanelli, C., Arriga, T., Zanin, S., D’Adamo, I., & Terzi, S. (2022). Industry 4.0 Driven Result-oriented PSS: An Assessment in the Energy Management. International Journal of Energy Economics and Policy, 12(4), 186–203. https://doi.org/10.32479/ijeep.13313",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#135,scopus-04,2,2021,0,"Biresselioglu, M. E., Limoncuoglu, S. A., Demir, M. H., Reichl, J., Burgstaller,",https://doi.org/10.3390/su132011212,,,,,,,1,,1,3.889,2022,,,biresselioglu m e limoncuoglu s a demir m h reichl j burgstaller k sciullo,"Scopus, WoS (Impact Factor 2022: 3.889)","Biresselioglu, M. E., Limoncuoglu, S. A., Demir, M. H., Reichl, J., Burgstaller, K., Sciullo, A., & Ferrero, E. (2021). Legal Provisions and Market Conditions for Energy Communities in Austria, Germany, Greece, Italy, Spain, and Turkey: A Comparative Assessment. Sustainability, 13(20), Article 20. https://doi.org/10.3390/su132011212",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-04#136,scopus-04,2,2021,0,"Ioannidis, F., Kosmidou, K., Andriosopoulos, K., & Everkiadi, A.",https://doi.org/10.3390/en14196397,,,,,,,,,1,3.252,2022,,,ioannidis f kosmidou k andriosopoulos k everkiadi a assessment of the target model implementation,WoS (Impact Factor 2022: 3.252),"Ioannidis, F., Kosmidou, K., Andriosopoulos, K., & Everkiadi, A. (2021). Assessment of the Target Model Implementation in the Wholesale Electricity Market of Greece. Energies, 14(19), Article 19. https://doi.org/10.3390/en14196397",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-03#137,scopus-03,2,2025,0,"Abbas, U., Akhai, S., Abbass, M., Abass, S., Chouksey, A., & Wadhwa, A. S.",https://doi.org/10.4018/979-8-3373-1767-0.ch002,,,,,,,1,,,,,,,abbas u akhai s abbass m abass s chouksey a wadhwa a s sustainable,Scopus,"Abbas, U., Akhai, S., Abbass, M., Abass, S., Chouksey, A., & Wadhwa, A. S. (2025). Sustainable Growth by Navigating Complexity Through Innovation and Adaptive Industrial Policies: In M. D. Tzouvelekas, G. Zarotiadis, & N. Varsakelis (Eds), Industrial Policy, Innovation, and Complexity (pp. 29–82). IGI Global Scientific Publishing. https://doi.org/10.4018/979-8-3373-1767-0.ch002",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-02#138,scopus-02,2,2024,0,"Hädrich, T., Reher, L., & Thomä, J.",https://doi.org/10.1177/01600176241283898,,,B,2022,,1,,,,,,,,h drich t reher l thom j solving the puzzle an innovation mode perspective,"ABDC 2022: B, EconLit","Hädrich, T., Reher, L., & Thomä, J. (2024). Solving the Puzzle? An Innovation Mode Perspective on Lagging Regions. International Regional Science Review, 01600176241283898. https://doi.org/10.1177/01600176241283898",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-02#139,scopus-02,2,2022,0,"Avarmaa, M., Torkkeli, L., Laidroo, L., & Koroleva, E.",https://doi.org/10.7341/20221843,,,,,,,,,1,,,,,avarmaa m torkkeli l laidroo l koroleva e the interplay of entrepreneurial ecosystem actors,WoS,"Avarmaa, M., Torkkeli, L., Laidroo, L., & Koroleva, E. (2022). The interplay of entrepreneurial ecosystem actors and conditions in FinTech ecosystems: An empirical analysis. Journal of Entrepreneurship, Management and Innovation, 18(4), Article 4. https://doi.org/10.7341/20221843",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-02#140,scopus-02,2,2021,0,"Rymarczyk, J.",https://doi.org/10.15678/EBER.2021.090107,,,,,,1,1,,1,,,,,rymarczyk j the impact of industrial revolution 4 0 on international trade entrepreneurial business,"Scopus, WoS, EconLit","Rymarczyk, J. (2021). The impact of industrial revolution 4.0 on international trade. Entrepreneurial Business and Economics Review, 9(1), 105–117. https://doi.org/10.15678/EBER.2021.090107",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-02#141,scopus-02,2,2020,0,"Frankowska, M.",https://doi.org/10.7341/20201631,,,,,,,,,1,,,,,frankowska m multidimensional analysis of embeddedness and cooperation in a cluster a literature and,WoS,"Frankowska, M. (2020). Multidimensional analysis of embeddedness and cooperation in a cluster – a literature and empirical study. Journal of Entrepreneurship, Management and Innovation, 16(3), 11–46. https://doi.org/10.7341/20201631",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-02#142,scopus-02,2,2020,0,"Wojnicka-Sycz, E., Kaczyński, M., & Sycz, P.",,,,,,,,,,1,,,,,wojnicka sycz e kaczy ski m sycz p innovative ecosystems behind regional smart specializations,WoS,"Wojnicka-Sycz, E., Kaczyński, M., & Sycz, P. (2020). Innovative ecosystems behind regional smart specializations: The role of social, cognitive and geographical proximity. Journal of Entrepreneurship, Management and Innovation, 16(3), 129–166. https://doi.org/10.7341/20201635",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#143,scopus-01,2,2024,0,"Kumar, S., Verma, A. K., & Mirza, A.",https://doi.org/10.1007/978-981-97-5656-8_1,,,,,,,,,,,,,,kumar s verma a k mirza a background of digital transformation and society in,,"Kumar, S., Verma, A. K., & Mirza, A. (2024). Background of Digital Transformation and Society. In S. Kumar, A. K. Verma, & A. Mirza (Eds.), Digital Transformation, Artificial Intelligence and Society: Opportunities and Challenges (pp. 1–22). Springer Nature. https://doi.org/10.1007/978-981-97-5656-8_1",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#144,scopus-01,2,2024,0,"Rosario, R. E. del, & Hsu, C. E.",http://annalsofappliedsciences.com/index.php/aas/article/view/2,,,,,,,,,,,,,,rosario r e del hsu c e the underlying factors of how information sharing,,"Rosario, R. E. del, & Hsu, C. E. (2024). The Underlying Factors of How Information Sharing on Twitter Could Lead to Fake News during Times of Socio-Economic Crisis. Annals of Applied Sciences, 5(1), Article 1. http://annalsofappliedsciences.com/index.php/aas/article/view/2",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#145,scopus-01,2,2024,0,"Babangida-Sabo, S., Avemaria Utulu, S. C., & Ajibesin, A.",https://doi.org/10.1109/SEB4SDG60871.2024.10630013,,,,,,,,,,,,,,babangida sabo s avemaria utulu s c ajibesin a sustainable development goal 17 and,,"Babangida-Sabo, S., Avemaria Utulu, S. C., & Ajibesin, A. (2024). Sustainable Development Goal-17 and Nigeria Data Protection Regulation Adoption among Organizations in Nigeria. 2024 International Conference on Science, Engineering and Business for Driving Sustainable Development Goals (SEB4SDG), 1–6. https://doi.org/10.1109/SEB4SDG60871.2024.10630013",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#146,scopus-01,2,2024,0,"Nica, I.",https://doi.org/10.1108/K-11-2023-2365,1,2021,,,,,1,,1,2.5,2023,,,nica i bibliometric mapping in the landscape of cybernetics insights into global research networks,"ABS 2021: 1, Scopus, WoS (Impact Factor 2023: 2.5)","Nica, I. (2024). Bibliometric mapping in the landscape of cybernetics: Insights into global research networks. Kybernetes, ahead-of-print(ahead-of-print). https://doi.org/10.1108/K-11-2023-2365",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#147,scopus-01,2,2023,0,"Αγαγιώτου, Σ.",http://dspace.lib.uom.gr/handle/2159/29025,,,,,,,,,,,,,,doctoral dissertation,,"Αγαγιώτου, Σ. (2023). Η εξέλιξη της ενδοεπιχειρησιακής κατάρτισης στην Ελλάδα: Θεσμικό, οικονομικό και κοινωνικό πλαίσιο. Ανάλυση μελέτης περίπτωσης σε αλυσίδα καφεστίασης στον κλάδο του επισιτισμού [Doctoral dissertation, Πανεπιστήμιο Μακεδονίας. Τμήμα Εκπαιδευτικής & Κοινωνικής Πολιτικής (ΕΚΠ)]. http://dspace.lib.uom.gr/handle/2159/29025",docx-import,1,manual-import,import-docx,import-docx,1,
scopus-01#148,scopus-01,2,2021,0,"Djeflat, A.",https://www.researchgate.net/profile/Abdelkader-Djeflat-2/publication/349456176_Le_Coronavirus_et_l'economie_de_la_connaissance_les_effets_differencies_dans_le_Nord_et_dans_le_Sud/links/6030caea299bf1cc26d9b10f/Le-Coronavirus-et-leconomie-de-la-connaissance-les-effets-differencies-dans-le-Nord-et-dans-le-Sud.pdf,,,,,,,,,,,,,,djeflat a le coronavirus et l conomie de la connaissance les effets diff renci,,"Djeflat, A. (2021). Le Coronavirus et l’économie de la connaissance: Les effets différenciés dans le Nord et dans le Sud [The Coronavirus and the economy of knowledge: The effects of differences in the North and the South]. REMA, 51, 43–60. https://www.researchgate.net/profile/Abdelkader-Djeflat-2/publication/349456176_Le_Coronavirus_et_l'economie_de_la_connaissance_les_effets_differencies_dans_le_Nord_et_dans_le_Sud/links/6030caea299bf1cc26d9b10f/Le-Coronavirus-et-leconomie-de-la-connaissance-les-effets-differencies-dans-le-Nord-et-dans-le-Sud.pdf",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-08#149,chapintl-08,2,2025,0,"Kokkinopoulou, E., Vrontis, D., & Thrassou, A.",https://doi.org/10.1108/CEMJ-04-2024-0124,,,,,,,1,,1,2.9,2024,,,kokkinopoulou e vrontis d thrassou a the impact of education on productivity and externalities,"Scopus, WoS (Impact Factor 2024: 2.9","Kokkinopoulou, E., Vrontis, D., & Thrassou, A. (2025). The impact of education on productivity and externalities of economic development and social welfare: A systematic literature review. Central European Management Journal. https://doi.org/10.1108/CEMJ-04-2024-0124",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-08#150,chapintl-08,2,2025,0,"Farmakis, T., Doukidis, G., Pramatari, K., & Krasonikolakis, I.",https://doi.org/10.1108/EMJB-06-2025-0220,1,2021,C,2022,,1,1,,1,3.9,2024,,,farmakis t doukidis g pramatari k krasonikolakis i digital transformation digital organisational culture and,"ABS 2021: 1, ABDC 2022: C, Scopus, WoS (Impact Factor 2024: 3.9, EconLit","Farmakis, T., Doukidis, G., Pramatari, K., & Krasonikolakis, I. (2025). Digital transformation, digital organisational culture and business model innovation: Evidence from trade, service and manufacturing firms in Greece. EuroMed Journal of Business, 1–24. https://doi.org/10.1108/EMJB-06-2025-0220",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-08#151,chapintl-08,2,2025,0,"Kumar, V., Kumar, S., Chaudhuri, R., Chatterjee, S., Thrassou, A., & Sakka, G.",https://doi.org/10.1016/j.jbusres.2024.115083,,,A,2022,,1,1,,1,10.5,2024,,,kumar v kumar s chaudhuri r chatterjee s thrassou a sakka g from insight,"ABD 2022: 3, ABDC 2022: A, Scopus, WoS (Impact Factor 2024: 10.5), EconLit","Kumar, V., Kumar, S., Chaudhuri, R., Chatterjee, S., Thrassou, A., & Sakka, G. (2025). From insight to impact: Unravelling the dynamics of big data-backed growth hacking. Journal of Business Research, 188, 115083. https://doi.org/10.1016/j.jbusres.2024.115083",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-08#152,chapintl-08,2,2024,0,"Vrontis, D., Shams, R., Thrassou, A., & Kafouros, M.",https://doi.org/10.1016/j.intman.2024.101188,,,A,2022,,1,1,,1,4.9,2024,,,vrontis d shams r thrassou a kafouros m global strategy evolution devolution or revolution,"ABD 2022: 3, ABDC 2022: A, Scopus, WoS (Impact Factor 2024: 10.5), EconLit","Vrontis, D., Shams, R., Thrassou, A., & Kafouros, M. (2024). Global strategy evolution, devolution or revolution: Disruptions to globalization and international business introversion. Journal of International Management, 30(5), 101188. https://doi.org/10.1016/j.intman.2024.101188",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-06#153,chapintl-06,2,2023,0,"Falaras, A., & Moschidis, O.",https://doi.org/10.1007/978-3-031-34589-0_20,,,,,,,,,,,,,,falaras a moschidis o entrepreneurial culture management and innovation of dairy industries in greece,,"Falaras, A., & Moschidis, O. (2023). Entrepreneurial Culture, Management, and Innovation of Dairy Industries in Greece, in a Bureaucracy Environment. In L. Radomir, R. Ciornea, H. Wang, Y. Liu, C. M. Ringle, & M. Sarstedt (Eds.), State of the Art in Partial Least Squares Structural Equation Modeling (PLS-SEM): Methodological Extensions and Applications in the Social Sciences and Beyond (pp. 193–208). Springer International Publishing. https://doi.org/10.1007/978-3-031-34589-0_20",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-06#154,chapintl-06,2,2022,0,"Koltsaki, M., & Mavri, M.",https://doi.org/10.1089/3dp.2022.0167,,,,,,,,,1,5.355,2022,,,koltsaki m mavri m a comprehensive overview of additive manufacturing processes through a time,WoS (Impact Factor 2022: 5.355),"Koltsaki, M., & Mavri, M. (2022). A Comprehensive Overview of Additive Manufacturing Processes Through a Time-Based Classification Model. 3D Printing and Additive Manufacturing, 3dp.2022.0167. https://doi.org/10.1089/3dp.2022.0167",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-05#155,chapintl-05,2,2025,0,"Sandoval-Almazan, R., & Valle-Cruz, D.",https://www.elgaronline.com/edcollchap/book/9781035301348/chapter10.xml,,,,,,,,,,,,,,sandoval almazan r valle cruz d towards a framework for data science governance in,,"Sandoval-Almazan, R., & Valle-Cruz, D. (2025). Towards a framework for data science governance in the post-pandemic context: An analysis of three initiatives. In Handbook on Governance and Data Science (pp. 158–177). Edward Elgar Publishing. https://www.elgaronline.com/edcollchap/book/9781035301348/chapter10.xml",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-05#156,chapintl-05,2,2023,0,"Nihal, L. M. R.",https://dspace.bracu.ac.bd:8443/xmlui/handle/10361/22159,,,,,,,,,,,,,,nihal l m r challenges of english writing after reopening of schools a study,,"Nihal, L. M. R. (2023). Challenges of English writing after reopening of schools: A study of Bangladeshi higher secondary students [Thesis, Brac University]. https://dspace.bracu.ac.bd:8443/xmlui/handle/10361/22159",docx-import,1,manual-import,import-docx,import-docx,1,
chapintl-04#157,chapintl-04,2,2022,0,"Abdullahi, M., Bukar, B. kura, & Bashir, M.",,,,,,,,,,,,,,,abdullahi m bukar b kura bashir m human security and socio economic development challenges,,"Abdullahi, M., Bukar, B. kura, & Bashir, M. (2022). Human Security and Socio-Economic Development Challenges Amid Covid-19 in Nigeria. 2, 32–41.",docx-import,1,manual-import,import-docx,import-docx,1,
